mjdobs,racs,eracs,decs,edecs,mags,emags
56300.427083333336,-6.475503693496491,1.0,0.3856225323818925,1.0,16.694948572851473,0.01
56300.4375,-7.487198468779512,1.0,-1.1517867028975135,1.0,16.70261893080381,0.01
56300.447916666664,-10.11368627297039,1.0,-0.5482787117073282,1.0,16.706821230548,0.01
56300.458333333336,-6.300991835280454,1.0,-2.587707916661486,1.0,16.684113440696233,0.01
56300.46875,-8.642127109176187,1.0,-2.503141743589278,1.0,16.69793906301696,0.01
56300.479166666664,-6.1415653587705545,1.0,-2.0568122294582296,1.0,16.691271186602293,0.01
56300.489583333336,-8.652230024269537,1.0,-1.5031098572776969,1.0,16.68613642458183,0.01
56300.5,-7.492483639349,1.0,-1.1789955582653078,1.0,16.712171004438567,0.01
56300.510416666664,-8.105594542954826,1.0,-1.6005112432804576,1.0,16.711327258629233,0.01
56300.520833333336,-9.6243513317588,1.0,-2.989462342202128,1.0,16.70532111647245,0.01
56300.53125,-7.274747058696577,1.0,-2.409299298231337,1.0,16.68569632641328,0.01
56300.541666666664,-3.9992657032618375,1.0,-2.1643972442639035,1.0,16.69802822988742,0.01
56300.552083333336,-9.345651360707926,1.0,-2.066736357480227,1.0,16.713870058880406,0.01
56300.5625,-8.547148464248924,1.0,-2.4440574031573097,1.0,16.69942073259533,0.01
56300.572916666664,-7.060759455536092,1.0,-2.7856492055050097,1.0,16.716446681148263,0.01
56300.583333333336,-8.284126174221962,1.0,-1.6182903009855845,1.0,16.68438472555389,0.01
56300.59375,-8.262344777589224,1.0,-2.6233381919567544,1.0,16.7038723208475,0.01
56300.604166666664,-9.09212366268007,1.0,-0.6791807605976561,1.0,16.714431421078878,0.01
56300.614583333336,-8.4237234520815,1.0,-3.170158568552945,1.0,16.700990459197744,0.01
56300.625,-8.907027694470559,1.0,-1.5655349881609477,1.0,16.701315802776914,0.01
56300.635416666664,-6.431523799070996,1.0,0.9553412822872573,1.0,16.708546841747715,0.01
56300.645833333336,-8.602741636902511,1.0,-3.077279520495411,1.0,16.700641107572025,0.01
56300.65625,-8.771787194542268,1.0,-2.619283360266878,1.0,16.707014168655828,0.01
56300.666666666664,-9.955830150131604,1.0,-2.4174660876332563,1.0,16.703267263061583,0.01
56300.677083333336,-8.821229792857588,1.0,-1.8996571334304273,1.0,16.70119587795762,0.01
56300.6875,-9.869701476212498,1.0,-1.5968934791422056,1.0,16.706465070389093,0.01
56300.697916666664,-8.465505349839743,1.0,-0.09036093144000623,1.0,16.704265624860234,0.01
56300.708333333336,-6.849762557929662,1.0,-2.266691416964216,1.0,16.696105764974643,0.01
56300.71875,-9.886108203200052,1.0,-2.0088532463336626,1.0,16.692128213303672,0.01
56300.729166666664,-11.105833547753669,1.0,0.18727874768966557,1.0,16.690920416627286,0.01
56300.739583333336,-9.079105171895714,1.0,0.9890823473128849,1.0,16.706323021466712,0.01
56300.75,-8.45799344714538,1.0,-1.8706365377192375,1.0,16.697330465690534,0.01
56300.760416666664,-10.98697721096016,1.0,-1.4633476261696143,1.0,16.68949880583934,0.01
56300.770833333336,-8.37453145302723,1.0,-1.4230710742629653,1.0,16.70429019860431,0.01
56300.78125,-6.5064987492591815,1.0,-3.7398844699348013,1.0,16.71301855746184,0.01
56300.791666666664,-8.955259482977972,1.0,-1.9130955573100128,1.0,16.71633569802419,0.01
56300.802083333336,-8.573960314705953,1.0,-2.437485241543461,1.0,16.69399816831716,0.01
56300.8125,-8.54788483478764,1.0,-0.9703601473267569,1.0,16.68555386022239,0.01
56300.822916666664,-8.8616554063366,1.0,-0.7081401976680839,1.0,16.703542945243807,0.01
56300.833333333336,-8.382541940967021,1.0,-0.9606659090174022,1.0,16.701386959620965,0.01
56300.84375,-7.613736944379279,1.0,-1.2869458166285273,1.0,16.710762411196356,0.01
56300.854166666664,-7.571324836432721,1.0,-0.4250202401879364,1.0,16.702893573933405,0.01
56300.864583333336,-8.438083445469868,1.0,-2.48266985929466,1.0,16.703706400534397,0.01
56300.875,-9.046953797532094,1.0,-2.948530682571765,1.0,16.704096346614495,0.01
56300.885416666664,-8.644180466968132,1.0,-3.0191268490223875,1.0,16.71017890227704,0.01
56300.895833333336,-8.255186257667608,1.0,-2.1509577879486854,1.0,16.701906402726255,0.01
56300.90625,-6.9642862638878995,1.0,-1.8095927875493103,1.0,16.70178352087495,0.01
56300.916666666664,-9.724500067724978,1.0,-1.5117400607519476,1.0,16.70421689941096,0.01
56300.927083333336,-7.014726666079583,1.0,-2.9569976413569257,1.0,16.69379110498476,0.01
56300.9375,-7.224237637318504,1.0,-1.658955147793437,1.0,16.697712003733482,0.01
56300.947916666664,-7.095763669707686,1.0,-1.5167172568539304,1.0,16.71260639586622,0.01
56300.958333333336,-7.073976937982782,1.0,-2.3887849634752896,1.0,16.695286547972753,0.01
56300.96875,-8.274600618272094,1.0,0.05736058209636474,1.0,16.703955198243673,0.01
56300.979166666664,-7.072041080165889,1.0,-1.4444385271566949,1.0,16.693019284757842,0.01
56300.989583333336,-6.990406042743282,1.0,-2.766017058449715,1.0,16.683375806262703,0.01
56301.0,-6.672278554960435,1.0,-2.0439357045685793,1.0,16.692431479937586,0.01
56301.010416666664,-7.353949790721475,1.0,-2.8735483964755564,1.0,16.693764339950818,0.01
56301.020833333336,-7.519774196899792,1.0,-3.049847508575918,1.0,16.709994345011857,0.01
56301.03125,-7.094936622548147,1.0,-1.4051473494411812,1.0,16.690575130799616,0.01
56301.041666666664,-8.76749745238725,1.0,-0.5972894548645604,1.0,16.68841248582911,0.01
56301.052083333336,-7.093545882140174,1.0,-4.406519945388498,1.0,16.698857165073328,0.01
56301.0625,-10.553168003382105,1.0,-3.4157855205162244,1.0,16.71070017659661,0.01
56301.072916666664,-7.6945576978390235,1.0,0.145805599967457,1.0,16.687898439692,0.01
56301.083333333336,-6.617257015379277,1.0,-2.28294709125533,1.0,16.681570187527612,0.01
56301.09375,-5.862890337901372,1.0,-1.6493559766544807,1.0,16.69858625484006,0.01
56301.104166666664,-8.60572436895528,1.0,-1.426263951920769,1.0,16.722318785902473,0.01
56301.114583333336,-9.274738692357538,1.0,-1.7082725498628517,1.0,16.690099084930687,0.01
56301.125,-9.276447544069367,1.0,-2.8434689977734537,1.0,16.70608527142968,0.01
56301.135416666664,-6.746318843533507,1.0,-1.466716564590644,1.0,16.71246010834692,0.01
56301.145833333336,-6.4171170572231535,1.0,-0.9635022732345271,1.0,16.702257594299336,0.01
56301.15625,-7.746702049625317,1.0,-1.3898263921110108,1.0,16.708222133588063,0.01
56301.166666666664,-8.803856878487705,1.0,-0.7773742160797561,1.0,16.706851604347683,0.01
56301.177083333336,-8.350743984969318,1.0,-1.681771688192645,1.0,16.694019822401298,0.01
56301.1875,-8.820878362788143,1.0,-4.273210384616293,1.0,16.69068544862748,0.01
56301.197916666664,-6.83609289825846,1.0,-3.112900151412447,1.0,16.68543523517339,0.01
56301.208333333336,-8.33974458777748,1.0,-1.954176093411849,1.0,16.712861671328415,0.01
56301.21875,-7.398053036638966,1.0,-3.433186313764108,1.0,16.72517501996804,0.01
56301.229166666664,-5.899302218360198,1.0,-1.171545756962853,1.0,16.692405054936216,0.01
56301.239583333336,-8.380349461328588,1.0,1.4212367365183858,1.0,16.689398992154242,0.01
56301.25,-9.404214846379745,1.0,-1.9704621690726927,1.0,16.72084420967334,0.01
56301.260416666664,-7.791018422617117,1.0,-1.2967915457759887,1.0,16.707632455959537,0.01
56301.270833333336,-7.749291694429354,1.0,-2.220896111735658,1.0,16.706499967853517,0.01
56301.28125,-9.003325164744478,1.0,-2.3956154758048243,1.0,16.70200302727099,0.01
56301.291666666664,-8.992995961800919,1.0,-0.24722482502315546,1.0,16.716651648857912,0.01
56301.302083333336,-7.587251247419878,1.0,-2.772555766998061,1.0,16.691934628812945,0.01
56301.3125,-6.526918543867051,1.0,-0.6294713475009817,1.0,16.702055857482396,0.01
56301.322916666664,-7.572560109560235,1.0,-2.795737418911882,1.0,16.69817964067687,0.01
56301.333333333336,-10.010359609093051,1.0,-0.809587057910804,1.0,16.69035487213118,0.01
56301.34375,-8.783075259783105,1.0,-2.025833751475881,1.0,16.71362978255878,0.01
56301.354166666664,-7.6039476422537575,1.0,-1.9486985258574885,1.0,16.701482721046563,0.01
56301.364583333336,-8.718216946807685,1.0,-1.4793859242135687,1.0,16.698650659261496,0.01
56301.375,-7.924219730827342,1.0,-3.3374767039779325,1.0,16.714949287715623,0.01
56301.385416666664,-7.528150562279838,1.0,-1.0098275603720972,1.0,16.69749750629447,0.01
56301.395833333336,-9.163219329789642,1.0,-2.2822676728019564,1.0,16.69874577327911,0.01
56301.40625,-6.615791297254102,1.0,-1.2761920862963283,1.0,16.702902323629726,0.01
56301.416666666664,-7.277192718152127,1.0,0.07389653380684247,1.0,16.7075753177333,0.01
56301.427083333336,-8.639435205379938,1.0,-0.8981380073760629,1.0,16.68318475333158,0.01
56301.4375,-7.511710825653739,1.0,-2.7703097762718736,1.0,16.706075920221974,0.01
56301.447916666664,-8.744303487655069,1.0,-2.456177300411641,1.0,16.70505835747698,0.01
56301.458333333336,-7.6221038025784,1.0,-2.742765438673118,1.0,16.693406893685058,0.01
56301.46875,-9.326753371124655,1.0,-2.112014596830814,1.0,16.687283267493644,0.01
56301.479166666664,-8.292553952571458,1.0,-1.8028896045604392,1.0,16.70413149208875,0.01
56301.489583333336,-7.688392040929518,1.0,-1.6785281217162558,1.0,16.708414835819216,0.01
56301.5,-9.018075556385954,1.0,-2.2486427687875543,1.0,16.684286769934847,0.01
56301.510416666664,-8.099891607374607,1.0,-3.9849839044025157,1.0,16.696703240992175,0.01
56301.520833333336,-8.886704218760608,1.0,-1.3054677124911578,1.0,16.707209812074,0.01
56301.53125,-7.344965687687603,1.0,-0.5865295367262995,1.0,16.694767930118235,0.01
56301.541666666664,-7.443814568827083,1.0,-3.34939734340023,1.0,16.696588999113438,0.01
56301.552083333336,-8.93732948563056,1.0,-1.525866595298767,1.0,16.69499689854465,0.01
56301.5625,-9.960315243725429,1.0,-0.45294019137681074,1.0,16.717001263882747,0.01
56301.572916666664,-6.3246693573584825,1.0,-1.1440793136271776,1.0,16.699381857145113,0.01
56301.583333333336,-7.675676909858539,1.0,-3.7425345027894616,1.0,16.692663420930597,0.01
56301.59375,-8.032047816627236,1.0,-3.123309816086643,1.0,16.70799889182484,0.01
56301.604166666664,-8.328045179916943,1.0,-3.1773194816991577,1.0,16.69404862261742,0.01
56301.614583333336,-5.3849083839633245,1.0,-2.308732427860421,1.0,16.70307633411586,0.01
56301.625,-7.497888697648541,1.0,-2.6228863558235838,1.0,16.695743874860973,0.01
56301.635416666664,-8.668192708313486,1.0,-2.774759062528396,1.0,16.694599525960996,0.01
56301.645833333336,-7.198355910281095,1.0,-3.341041783146455,1.0,16.709667267412307,0.01
56301.65625,-8.625753979310705,1.0,-1.4561954407476114,1.0,16.708334390955336,0.01
56301.666666666664,-9.723473038505118,1.0,-1.9518274837430687,1.0,16.68643056866214,0.01
56301.677083333336,-6.637659243426064,1.0,-1.4154259832574638,1.0,16.68932203811197,0.01
56301.6875,-7.36288056787698,1.0,-1.6583526059268772,1.0,16.717171624476624,0.01
56301.697916666664,-8.849462919119736,1.0,-0.6903255039678275,1.0,16.707145846067135,0.01
56301.708333333336,-7.416402261062423,1.0,-1.101111556959589,1.0,16.7089204315557,0.01
56301.71875,-9.51797929634795,1.0,-1.054489256352836,1.0,16.68410383504724,0.01
56301.729166666664,-8.410739237333264,1.0,-0.7812859762745961,1.0,16.710515526162922,0.01
56301.739583333336,-8.655977834191196,1.0,-1.7090516104613707,1.0,16.693771026076767,0.01
56301.75,-9.264164096075346,1.0,-2.187041318065677,1.0,16.722330012477965,0.01
56301.760416666664,-9.400180097136579,1.0,-3.176569615287856,1.0,16.71711059922867,0.01
56301.770833333336,-9.081461661314846,1.0,-2.310293403191598,1.0,16.684293657866114,0.01
56301.78125,-7.834687234109883,1.0,-2.3968400466824136,1.0,16.698671581263017,0.01
56301.791666666664,-8.759826778541237,1.0,-1.9994625482318198,1.0,16.698668355588453,0.01
56301.802083333336,-8.246899357941107,1.0,-2.207846058802827,1.0,16.713082872158804,0.01
56301.8125,-7.009768860795758,1.0,-1.543759413971978,1.0,16.69612147090913,0.01
56301.822916666664,-7.773502485067953,1.0,-2.527020954775405,1.0,16.712090383379344,0.01
56301.833333333336,-8.121726454060866,1.0,-1.7256372877289847,1.0,16.684606158064586,0.01
56301.84375,-8.479738551284063,1.0,-1.5180962628652845,1.0,16.705980617971274,0.01
56301.854166666664,-9.273186351608643,1.0,-2.5555407320985193,1.0,16.705814704979634,0.01
56301.864583333336,-7.318828605305036,1.0,-2.75372573802026,1.0,16.686172186864898,0.01
56301.875,-7.52452476622717,1.0,-0.6149687556431407,1.0,16.718377791524887,0.01
56301.885416666664,-7.033025657848338,1.0,-1.6645438860179527,1.0,16.690428402001842,0.01
56301.895833333336,-9.497807446633152,1.0,-1.659118902962102,1.0,16.694170808117665,0.01
56301.90625,-7.779289063211959,1.0,-0.9296158381920555,1.0,16.69590493056722,0.01
56301.916666666664,-6.881955750168665,1.0,-0.48421397716600856,1.0,16.70532886591907,0.01
56301.927083333336,-7.274941962043592,1.0,-2.061709073029296,1.0,16.706415530756715,0.01
56301.9375,-7.138866787141444,1.0,-0.6761882078007249,1.0,16.710865095913576,0.01
56301.947916666664,-4.566345488712688,1.0,-1.8420689183342802,1.0,16.699536644487235,0.01
56301.958333333336,-6.714744282499227,1.0,-2.991610163021072,1.0,16.708320176010947,0.01
56301.96875,-8.602462096402117,1.0,-1.0282756327394593,1.0,16.68959425504383,0.01
56301.979166666664,-7.603185518220735,1.0,-1.8254416909935174,1.0,16.699650257439384,0.01
56301.989583333336,-8.532922274864408,1.0,-2.8513283173266224,1.0,16.691031188221263,0.01
56302.0,-5.735729941451684,1.0,-2.4506641775497213,1.0,16.702211087742114,0.01
56302.010416666664,-8.744404667367613,1.0,-1.5372347069114076,1.0,16.69641993811109,0.01
56302.020833333336,-7.840137671085923,1.0,-1.7041195143025578,1.0,16.690829051793862,0.01
56302.03125,-6.203056782279921,1.0,-1.5664558403916682,1.0,16.720988653374707,0.01
56302.041666666664,-7.878975912993771,1.0,-4.41941527497778,1.0,16.69894123814634,0.01
56302.052083333336,-7.02491381287283,1.0,-2.615237661912869,1.0,16.71055346041378,0.01
56302.0625,-7.265849956084246,1.0,-1.9591228397653506,1.0,16.705355979808942,0.01
56302.072916666664,-8.73988106919711,1.0,-0.6280743789712637,1.0,16.713746499654775,0.01
56302.083333333336,-7.003027820033476,1.0,-2.0683394056870004,1.0,16.70365240447125,0.01
56302.09375,-7.652367575963386,1.0,-2.031278219420124,1.0,16.708640366577175,0.01
56302.104166666664,-6.650005984913513,1.0,-0.9770940133492068,1.0,16.703291396031553,0.01
56302.114583333336,-7.377330165455096,1.0,-2.4213148023644875,1.0,16.69402134257824,0.01
56302.125,-9.684058381693308,1.0,-2.7608397296492266,1.0,16.693168017802307,0.01
56302.135416666664,-7.497956273808599,1.0,-1.6625147634463597,1.0,16.704459242135684,0.01
56302.145833333336,-6.4289206729259405,1.0,-4.204180063145866,1.0,16.701171062170182,0.01
56302.15625,-7.9939876999467785,1.0,-2.1172473896407444,1.0,16.696127439153226,0.01
56302.166666666664,-9.24601839204214,1.0,-1.0443676681543317,1.0,16.691322832223868,0.01
56302.177083333336,-6.152959447820634,1.0,-1.1875152369803015,1.0,16.704548702739537,0.01
56302.1875,-8.464921781834681,1.0,-0.8380044545325712,1.0,16.707513462634964,0.01
56302.197916666664,-7.053526969198219,1.0,-2.292860572337019,1.0,16.688194886253434,0.01
56302.208333333336,-5.776446733598368,1.0,-0.5166084117220087,1.0,16.685685929357913,0.01
56302.21875,-7.532247045173653,1.0,-1.490122196236343,1.0,16.70822483140379,0.01
56302.229166666664,-7.476518533720008,1.0,-1.0547724651392552,1.0,16.68759486526901,0.01
56302.239583333336,-7.803285587435447,1.0,-1.5371261131590717,1.0,16.699135435919366,0.01
56302.25,-7.8128640692775475,1.0,-3.695517260646484,1.0,16.69447680744741,0.01
56302.260416666664,-7.730329309064851,1.0,-1.4264579191250113,1.0,16.70852425244681,0.01
56302.270833333336,-8.275712916816577,1.0,-3.1541852055103208,1.0,16.71305624699722,0.01
56302.28125,-7.254102174824023,1.0,-2.460262252660092,1.0,16.698884268129405,0.01
56302.291666666664,-7.579373008969195,1.0,0.5412729240435801,1.0,16.676734510947295,0.01
56302.302083333336,-7.527186194577758,1.0,-3.168300548395578,1.0,16.7009659385869,0.01
56302.3125,-7.392223225248964,1.0,-3.100841072319129,1.0,16.706880541370086,0.01
56302.322916666664,-7.982578112115561,1.0,-2.114578278963291,1.0,16.698268916765233,0.01
56302.333333333336,-7.15151104538252,1.0,-2.916947097319464,1.0,16.693771664541206,0.01
56302.34375,-9.026912728803312,1.0,-0.9730180809255672,1.0,16.708819674620894,0.01
56302.354166666664,-5.580973537252106,1.0,-2.5068068269858186,1.0,16.71827343186151,0.01
56302.364583333336,-7.340604589840964,1.0,-0.08579301007047624,1.0,16.694094707185247,0.01
56302.375,-7.4510561278865275,1.0,-1.9352685715482378,1.0,16.699231843620183,0.01
56302.385416666664,-8.487455887216196,1.0,-2.469560973076532,1.0,16.699421360461905,0.01
56302.395833333336,-8.89369472741061,1.0,-3.457458070488637,1.0,16.6967989760066,0.01
56302.40625,-7.699752959870373,1.0,-0.6728102150420248,1.0,16.70000672522291,0.01
56302.416666666664,-7.9547795488423985,1.0,-3.4862365562034734,1.0,16.68551892369191,0.01
56302.427083333336,-9.12075423201858,1.0,-0.9466322570490925,1.0,16.696417725498165,0.01
56302.4375,-8.122830198869176,1.0,-3.718435546146499,1.0,16.688996775816488,0.01
56302.447916666664,-7.258281749786476,1.0,1.2349370386649001,1.0,16.703421165313348,0.01
56302.458333333336,-8.255297956308777,1.0,-1.4146763127513278,1.0,16.6906231343828,0.01
56302.46875,-7.224831070342361,1.0,-0.6257525749695905,1.0,16.697067045853913,0.01
56302.479166666664,-7.938119341933939,1.0,0.10569020112150662,1.0,16.707538331246205,0.01
56302.489583333336,-8.579520359539616,1.0,-1.46745455644525,1.0,16.700283750175743,0.01
56302.5,-7.593649295441675,1.0,-3.194495077237513,1.0,16.719943093938447,0.01
56302.510416666664,-9.31965830444262,1.0,-1.3101256324995831,1.0,16.69819215769141,0.01
56302.520833333336,-8.336395676944525,1.0,-0.2991598412052556,1.0,16.688809524317577,0.01
56302.53125,-6.856376165299491,1.0,-2.1520600281154527,1.0,16.70267955434683,0.01
56302.541666666664,-7.53185931595827,1.0,-1.8352123062839332,1.0,16.70534946417802,0.01
56302.552083333336,-7.96375272588308,1.0,-1.787749525564307,1.0,16.708457203284244,0.01
56302.5625,-8.008681809237583,1.0,-0.4499286685172277,1.0,16.704167784481932,0.01
56302.572916666664,-8.485624072824129,1.0,-3.0340686223226774,1.0,16.697174816468575,0.01
56302.583333333336,-8.231505585141573,1.0,-2.655248592975986,1.0,16.709013823914212,0.01
56302.59375,-6.583560340398099,1.0,0.03185166511163273,1.0,16.706014434655668,0.01
56302.604166666664,-9.793902044477115,1.0,-0.8155487481942023,1.0,16.726607227178437,0.01
56302.614583333336,-8.840507134016102,1.0,-1.645168188753987,1.0,16.697100794849284,0.01
56302.625,-8.496035021655818,1.0,-0.8751857389151365,1.0,16.70140228579884,0.01
56302.635416666664,-6.544350508115095,1.0,-0.4420863178639154,1.0,16.708801638151805,0.01
56302.645833333336,-9.357385050522003,1.0,-0.4740845833472913,1.0,16.696076119728236,0.01
56302.65625,-9.07606461743117,1.0,-1.4124136578816566,1.0,16.690387023109363,0.01
56302.666666666664,-7.813590254742753,1.0,-1.2471834472367926,1.0,16.696247456417844,0.01
56302.677083333336,-7.789703281906464,1.0,-3.498665349146669,1.0,16.685822493523517,0.01
56302.6875,-7.364981627023617,1.0,-0.6530089386248283,1.0,16.700670073985684,0.01
56302.697916666664,-8.577294829768668,1.0,-2.7607037046992606,1.0,16.692392600458547,0.01
56302.708333333336,-6.2132437905707,1.0,-0.855568147484246,1.0,16.699336413662152,0.01
56302.71875,-8.354761837140519,1.0,-3.378075003592201,1.0,16.6888292114516,0.01
56302.729166666664,-9.732083675258059,1.0,-2.4921743207421345,1.0,16.700722283644325,0.01
56302.739583333336,-8.06319561211474,1.0,-1.9516447240321246,1.0,16.69491054855243,0.01
56302.75,-8.059790376653785,1.0,-2.6805715518545026,1.0,16.71248273227328,0.01
56302.760416666664,-9.60704499715657,1.0,-0.8590045463419782,1.0,16.693440154153045,0.01
56302.770833333336,-7.175328235348531,1.0,-0.10388986627616847,1.0,16.715488612581513,0.01
56302.78125,-7.584629720779696,1.0,-2.4582498411349705,1.0,16.704993086368418,0.01
56302.791666666664,-9.204880055887154,1.0,-4.18063996986278,1.0,16.690403497339048,0.01
56302.802083333336,-6.605604297722726,1.0,-3.1365288957840374,1.0,16.696924618170552,0.01
56302.8125,-8.358019023348321,1.0,-1.012121546423848,1.0,16.71417589103799,0.01
56302.822916666664,-7.473020363123571,1.0,-0.17292990592305024,1.0,16.69741112041128,0.01
56302.833333333336,-8.496893147836959,1.0,-1.9340692518435358,1.0,16.695021963210557,0.01
56302.84375,-7.705382010933937,1.0,-0.12043516793554176,1.0,16.71052329606839,0.01
56302.854166666664,-7.200555159418073,1.0,-1.9803935597659104,1.0,16.698121668236386,0.01
56302.864583333336,-7.63426680367781,1.0,-2.239980885609825,1.0,16.71023193660887,0.01
56302.875,-8.174685463020401,1.0,-0.5264413037766362,1.0,16.695079543247978,0.01
56302.885416666664,-6.505716228524602,1.0,-2.453278550511617,1.0,16.70124872129721,0.01
56302.895833333336,-8.179574881611854,1.0,-1.609093222430862,1.0,16.688140907001298,0.01
56302.90625,-7.833275770317865,1.0,-2.850676452437461,1.0,16.70555348821536,0.01
56302.916666666664,-9.518758087177682,1.0,-0.9094393885063213,1.0,16.700681655971117,0.01
56302.927083333336,-7.238695685606817,1.0,-3.6332371174531684,1.0,16.68684794550984,0.01
56302.9375,-7.050832100764314,1.0,-0.8273433152260469,1.0,16.699889014789917,0.01
56302.947916666664,-7.222040273006501,1.0,-1.2670312550614875,1.0,16.70744093980441,0.01
56302.958333333336,-9.553020908747651,1.0,-0.47261169959566174,1.0,16.69865026925295,0.01
56302.96875,-10.2594206202417,1.0,-0.7427445023723576,1.0,16.698324743573437,0.01
56302.979166666664,-7.893514490567754,1.0,-1.3999297013461716,1.0,16.69553059392526,0.01
56302.989583333336,-8.184655891740341,1.0,0.2832416761082688,1.0,16.72566944554582,0.01
56303.0,-7.68826088263442,1.0,-1.9347868121068266,1.0,16.6872820701094,0.01
56303.010416666664,-7.144724375014277,1.0,-2.3228932237988307,1.0,16.70043115934233,0.01
56303.020833333336,-7.6628574309429744,1.0,-2.068674328978227,1.0,16.69653218248982,0.01
56303.03125,-8.564714898461695,1.0,-2.357031000460681,1.0,16.6965468078749,0.01
56303.041666666664,-8.025700221579813,1.0,-2.670636629885309,1.0,16.701842852975094,0.01
56303.052083333336,-8.944037582109642,1.0,-0.5743691375265023,1.0,16.690953260389353,0.01
56303.0625,-5.854990649806783,1.0,-1.7980809430979154,1.0,16.70186812341321,0.01
56303.072916666664,-6.580662119714614,1.0,-0.5786783638793453,1.0,16.68628606198097,0.01
56303.083333333336,-7.178938181645509,1.0,-3.369335008263591,1.0,16.684950994887544,0.01
56303.09375,-7.522536353504965,1.0,-1.7617426468536443,1.0,16.71950718284214,0.01
56303.104166666664,-9.028548424315234,1.0,-0.44726191457183995,1.0,16.6944876812279,0.01
56303.114583333336,-6.366702044669042,1.0,-3.479494393823,1.0,16.690869636475945,0.01
56303.125,-8.616910037522544,1.0,-1.843986622274894,1.0,16.692128082604835,0.01
56303.135416666664,-7.301367137833964,1.0,-4.030459979139701,1.0,16.700743090401943,0.01
56303.145833333336,-10.070245470509974,1.0,-0.2877592096698667,1.0,16.69451268068151,0.01
